0.0302048102772961	0.0240937669904249	0.12615574354832	-0.132912359368698	-0.0842249172147534	-0.11941204733406	-0.0148409240467503	0.0658061534433001	-0.0428027856413975	-0.0294622024455382
0.0851318280564548	0.0515804428649419	0.0931555885271147	0.0695752105324126	0.0727793158024146	0.016704815457062	0.00522067105113934	0.0378424868359141	-0.0867727119457488	0.0144765507100344
-0.0525017041390576	-0.0642735364292549	-0.00231493149746896	0.0228480690370088	0.0243814772754072	-0.0532266210826765	-0.0335094519013088	-0.0116766845128044	0.0968730575253709	-0.308636806131792
0.0520804348388292	-0.153977816433377	-0.180716142032012	-0.0421499284549956	-0.0400898218632741	-0.0127199760403881	0.0665720130797364	-0.0673429356967305	-0.0364056866165805	-0.0168293911262825
-0.0598737770756786	0.0823962086728352	-0.0757603969085071	-0.174737868896538	-0.082750190738622	-0.0417760169829547	-0.00898706222150384	0.0400942109708662	-0.0529635668320051	-0.118760974795987
-0.236486690126136	0.0229205012396796	0.140287324672284	0.00942411300478817	0.174891826493006	-0.249252022793378	0.00487763365461983	-0.0715340170730471	-0.248392550717511	-0.0655101204190093
-0.0329495788792017	0.159431085959054	-0.155674145005885	-0.11685540152951	-0.0784813195758141	-0.127882068225272	-0.172693303235648	0.0851282335601729	-0.00333827431730898	-0.0895878694192439
-0.114973584090489	-0.0706228082437356	-0.0319418763307397	0.00991097313626129	-0.0783419052614129	-0.172150109779947	0.0153078361549173	-0.0654084304344002	-0.0685756075517757	0.0952161564665235
-0.184876230420373	-0.0890145169294453	-0.00653215514828612	-0.285971171258649	-0.23527122309535	-0.264637313408901	-0.0510039639860727	-0.175125854733967	-0.287463232363195	0.0336775039260215
-0.32747790306047	-0.20034062617903	0.064100214804393	-0.210368150501413	-0.306952339169473	-0.445280774028159	-0.18524589424674	-0.43070128048999	-0.237619807232005	-0.165484671871733
-0.576105726939027	-0.514145154071672	-0.344866494090184	-0.374800635055679	-0.573708716821065	-0.486689253902346	-0.489804313818177	-0.352438310584996	-0.592172195168921	-0.348124526837126
-0.554774615635623	-0.448440718601984	-0.37195832320517	-0.420564532855755	-0.601735188092623	-0.556876206648131	-0.49133446728416	-0.499183910053934	-0.637829269055719	-0.180122460318334
-0.28949193517359	-0.59131244776593	-0.410041423139965	-0.580499723308723	-0.695837170111007	-0.668937460205964	-0.348259319986149	-0.760842637416883	-0.533091476529496	-0.242802248884878
-0.433668473901351	-0.478002897942237	-0.443472639052912	-0.531067815616348	-0.439195070537408	-0.483131684902906	-0.194732831726399	-0.521643236887724	-0.310744904653549	-0.261215574523825
-0.247156274262156	-0.433892886137309	-0.217946191267318	-0.489475612100155	-0.404479254279481	-0.573777528674257	-0.136127129881335	-0.299357036339044	-0.460580594178833	-0.37282845533487
-0.118670826724773	-0.456609576562112	-0.564594388135593	-0.354524323360884	-0.388729803422211	-0.506078122364908	-0.0447672728876218	-0.508969218261773	-0.443466772881439	-0.446299310348922
-0.255326975501601	-0.552009761376505	-0.408568437819689	-0.237544212913484	-0.360197293074314	-0.276482222570063	-0.21327356244669	-0.227279315116813	-0.28319188837646	-0.452670398487352
-0.281024388048032	-0.331996468126729	-0.259325443379032	-0.136913095751501	-0.347268506863535	-0.444447320119447	-0.458560972035049	-0.423263019708566	-0.307646652592704	-0.167326362198657
-0.185755792605676	-0.415011582305289	-0.322862147878563	-0.152366940523762	-0.291506632805045	-0.407218721239157	-0.213189256881134	-0.453697126802325	-0.377674861126812	-0.122177299342076
-0.377714171117719	-0.287406230129815	-0.390631945170109	-0.208650212606486	-0.425984090702056	-0.382700585921902	-0.262363584654193	-0.441979220962303	-0.173111235094556	-0.285808073759035
-0.48734728845794	-0.30650027925493	-0.313661054480993	-0.0519403987861962	-0.489386410555247	-0.403614626475247	-0.142227087365094	-0.34368918316881	-0.203269476669031	-0.191836031811891
-0.387070866428246	-0.261600567071873	-0.344601743091551	-0.0636249282800966	-0.437335058229858	-0.246648475556001	-0.298716078609196	-0.270024372915816	-0.323123830344515	-0.169854329648848
-0.37342101566168	-0.348644983795288	-0.409360345233546	-0.221406076171762	-0.318081598739271	-0.281137865366393	-0.198289516989698	-0.263209129394444	-0.434900581277575	-0.2501702350173
-0.470166328859677	-0.290854476119391	-0.511525196573565	-0.370540674807215	-0.363695115411828	-0.358919401051813	-0.314312476829146	-0.462802080788657	-0.231306387173033	-0.349422335854149
-0.350742372144441	-0.434651486360289	-0.298217757022867	-0.667891459519329	-0.389611891438154	-0.147829026459243	-0.236727778745415	-0.104047691618383	-0.308486401520063	-0.244444917433055
-0.48093351753056	-0.558041843180691	-0.56827758413149	-0.465160905457421	-0.467828318601475	-0.271651597128482	-0.274212973494488	-0.0455393340957283	-0.205189319162561	-0.193558424978094
-0.59093626103154	-0.212367675979233	-0.680515976730836	-0.224598689417667	-0.313952735691187	-0.159324077368255	-0.183421525162704	-0.101722325938796	0.0751380658287388	-0.133439321685772
-0.295611623733697	-0.241478867541931	-0.449310984510784	-0.347577966932978	-0.124653890246311	0.0667829350156263	-0.00670367995631503	0.0969060873451358	0.0717957672902685	-0.242612924184132
